Multi-Category Schedule 2,,,
Category,Family and Type,Level,IfcGUID
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Yzd8
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Yzda
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8YzcU
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Yzck
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_OE
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_Rw
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_Qc
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_S7
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_VD
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_V6
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_UD
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_UF
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_HS
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_HD
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_H4
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_GV
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_Iz
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_I$
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_If
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_Ig
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_LR
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_LI
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_Lv
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_K1
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_Ke
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_NS
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_9H
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_BT
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_BU
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_BO
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_BP
Electrical Fixtures,M_Duplex Receptacle: GFCI,Level 1,140x1WFnD7Ng5w2Wl8Y_BJ
Electrical Fixtures,M_Duplex Receptacle: GFCI,Level 1,140x1WFnD7Ng5w2Wl8Y_BB
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_As
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,140x1WFnD7Ng5w2Wl8Y_Aj
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 2,1bj_1DvZL2xBquMK5OO$Kc
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 2,1bj_1DvZL2xBquMK5OO$KX
Electrical Circuits,,,1kGhrG2J12gxtVk$hV_DVg
Electrical Circuits,,,1kGhrG2J12gxtVk$hV_DVa
Electrical Circuits,,,1kGhrG2J12gxtVk$hV_DHN
Electrical Circuits,,,1kGhrG2J12gxtVk$hV_DJ6
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,1kGhrG2J12gxtVk$hV_DIf
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,1kGhrG2J12gxtVk$hV_DLL
Electrical Circuits,,,1kGhrG2J12gxtVk$hV_DK2
Electrical Circuits,,,1kGhrG2J12gxtVk$hV_DMB
Electrical Circuits,,,1kGhrG2J12gxtVk$hV_D8$
Electrical Circuits,,,1kGhrG2J12gxtVk$hV_D8l
Electrical Circuits,,,1kGhrG2J12gxtVk$hV_DBH
Electrical Circuits,,,1kGhrG2J12gxtVk$hV_DAw
Electrical Circuits,,,1kGhrG2J12gxtVk$hV_DD6
Electrical Circuits,,,1kGhrG2J12gxtVk$hV_DFS
Electrical Circuits,,,1kGhrG2J12gxtVk$hV_DFz
Electrical Circuits,,,0MzuhPm3bEtg676KidU8i2
Electrical Circuits,,,0MzuhPm3bEtg676KidU8ii
Electrical Circuits,,,0MzuhPm3bEtg676KidU8lE
Electrical Circuits,,,0MzuhPm3bEtg676KidU8le
Electrical Circuits,,,0MzuhPm3bEtg676KidU8kO
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,0MzuhPm3bEtg676KidU8kn
Electrical Fixtures,M_Duplex Receptacle: Standard,Level 1,0MzuhPm3bEtg676KidU8f9
Electrical Equipment,M_Lighting and Appliance Panelboard - 208V MLO - Surface: 400 A,Level 2,0OZTWKP7PCIPsz4qBJpl04
Electrical Equipment,M_Lighting and Appliance Panelboard - 208V MLO - Surface: 400 A,Level 2,0OZTWKP7PCIPsz4qBJpl0q
Electrical Equipment,M_Lighting and Appliance Panelboard - 480V MLO - Surface: 400 A,Level 2,0OZTWKP7PCIPsz4qBJpl21
Electrical Circuits,,,0OZTWKP7PCIPsz4qBJpl4D
Electrical Circuits,,,0OZTWKP7PCIPsz4qBJpl4Y
Electrical Circuits,,,0OZTWKP7PCIPsz4qBJpl50
Electrical Circuits,,,0OZTWKP7PCIPsz4qBJpl5r
Electrical Circuits,,,0OZTWKP7PCIPsz4qBJpl6s
Electrical Circuits,,,0OZTWKP7PCIPsz4qBJpl6d
Electrical Circuits,,,0OZTWKP7PCIPsz4qBJpl79
Electrical Circuits,,,0OZTWKP7PCIPsz4qBJpl7n
Electrical Circuits,,,0OZTWKP7PCIPsz4qBJpl7c
Electrical Circuits,,,0OZTWKP7PCIPsz4qBJplPF
Electrical Circuits,,,0OZTWKP7PCIPsz4qBJplQN
Electrical Circuits,,,0OZTWKP7PCIPsz4qBJplQx
Electrical Circuits,,,0OZTWKP7PCIPsz4qBJplQr
Electrical Circuits,,,0OZTWKP7PCIPsz4qBJplSz
Electrical Circuits,,,2gjcZHNKz5NunFZcGRbdYS
Electrical Circuits,,,2gjcZHNKz5NunFZcGRbdis
Electrical Circuits,,,2gjcZHNKz5NunFZcGRbdlg
Electrical Circuits,,,2gjcZHNKz5NunFZcGRbdlO
Electrical Circuits,,,2gjcZHNKz5NunFZcGRbdfW
Electrical Circuits,,,2gjcZHNKz5NunFZcGRbdfK
Electrical Circuits,,,0uInGK53jARx6dJZDa6Vzv
Electrical Circuits,,,0uInGK53jARx6dJZDa6V$f
Electrical Circuits,,,0uInGK53jARx6dJZDa6V$o
Electrical Circuits,,,0uInGK53jARx6dJZDa6VvC
Electrical Circuits,,,0uInGK53jARx6dJZDa6Vve
Electrical Circuits,,,0PL0oYnaf62A7xAvadoMoU
Electrical Circuits,,,0PL0oYnaf62A7xAvadoMov
Electrical Circuits,,,0PL0oYnaf62A7xAvadoMoX
Electrical Circuits,,,0PL0oYnaf62A7xAvadoMnx
Electrical Circuits,,,0PL0oYnaf62A7xAvadoMnd
Electrical Circuits,,,0PL0oYnaf62A7xAvadoMm3
Electrical Circuits,,,3FH7E2Vlj6qA5_I2rlwWC2
Electrical Circuits,,,3FH7E2Vlj6qA5_I2rlwWBg
Electrical Circuits,,,3FH7E2Vlj6qA5_I2rlwWAX
Electrical Circuits,,,3FH7E2Vlj6qA5_I2rlwW9Y
Electrical Circuits,,,3FH7E2Vlj6qA5_I2rlwW9T
Electrical Circuits,,,3FH7E2Vlj6qA5_I2rlwW8U
Electrical Circuits,,,3FH7E2Vlj6qA5_I2rlwW2O
Electrical Circuits,,,0q3XTNkcD9ChMVlb87Mgu7
Electrical Circuits,,,0q3XTNkcD9ChMVlb87Mg_W
Electrical Circuits,,,0q3XTNkcD9ChMVlb87MgzM
Electrical Circuits,,,0q3XTNkcD9ChMVlb87MgpY
Electrical Circuits,,,1YCwUpUfDBf8eaHb6wbAUA
Electrical Circuits,,,1YCwUpUfDBf8eaHb6wbATG
Electrical Circuits,,,1YCwUpUfDBf8eaHb6wbATB
Electrical Circuits,,,1YCwUpUfDBf8eaHb6wbATY
Electrical Circuits,,,1YCwUpUfDBf8eaHb6wbAST
Electrical Circuits,,,1YCwUpUfDBf8eaHb6wbASr
Electrical Circuits,,,1YCwUpUfDBf8eaHb6wbAR5
Electrical Circuits,,,1YCwUpUfDBf8eaHb6wbARx
Electrical Circuits,,,1YCwUpUfDBf8eaHb6wbAQ_
Electrical Circuits,,,1YCwUpUfDBf8eaHb6wbAPN
Electrical Circuits,,,1YCwUpUfDBf8eaHb6wbAPC
Electrical Circuits,,,3SVhJI2bb3mwLkANUw1mWJ
Electrical Circuits,,,3SVhJI2bb3mwLkANUw1mW0
Mechanical Equipment,M_Outdoor AHU - Horizontal: 5.7 Square Meters of Coil,Roof Level,39q4vWPDPE3QeBugdA373d
Ducts,Rectangular Duct: Mitered Elbows / Taps,,39q4vWPDPE3QeBugdA37D2
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Roof Level,39q4vWPDPE3QeBugdA37EF
Ducts,Rectangular Duct: Mitered Elbows / Taps,,39q4vWPDPE3QeBugdA37EE
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Roof Level,39q4vWPDPE3QeBugdA37EY
Ducts,Rectangular Duct: Mitered Elbows / Taps,,39q4vWPDPE3QeBugdA37EX
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Roof Level,39q4vWPDPE3QeBugdA37En
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Roof Level,39q4vWPDPE3QeBugdA37B9
Ducts,Rectangular Duct: Mitered Elbows / Taps,,39q4vWPDPE3QeBugdA37Kj
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2ZLniki290TxsdspQFAzL7
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Roof Level,2ZLniki290TxsdspQFAzLo
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2ZLniki290TxsdspQFAzI6
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2ZLniki290TxsdspQFAzJX
Duct Fittings,M_Rectangular Duct Union: Standard,Roof Level,2ZLniki290TxsdspQFAzJc
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Roof Level,2ZLniki290TxsdspQFAzVV
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2ZLniki290TxsdspQFAzSG
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2ZLniki290TxsdspQFAzS9
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2ZLniki290TxsdspQFAzT6
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2ZLniki290TxsdspQFAzTz
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2ZLniki290TxsdspQFAzTp
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2ZLniki290TxsdspQFAzTZ
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2ZLniki290TxsdspQFAzTW
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2ZLniki290TxsdspQFAzTX
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2ZLniki290TxsdspQFAzTa
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2ZLniki290TxsdspQFAzQK
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2ZLniki290TxsdspQFAzQ1
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2ZLniki290TxsdspQFAzQp
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2ZLniki290TxsdspQFAzQr
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2ZLniki290TxsdspQFAzQZ
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2ZLniki290TxsdspQFAzQW
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2ZLniki290TxsdspQFAzRI
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2ZLniki290TxsdspQFAzRJ
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2ZLniki290TxsdspQFAzRG
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2ZLniki290TxsdspQFAzRN
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2ZLniki290TxsdspQFAzRK
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2ZLniki290TxsdspQFAzR2
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2ZLniki290TxsdspQFAzR3
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2ZLniki290TxsdspQFAzR$
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2ZLniki290TxsdspQFAzRy
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2ZLniki290TxsdspQFAzRz
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2ZLniki290TxsdspQFAzRm
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2ZLniki290TxsdspQFAzOJ
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2ZLniki290TxsdspQFAzPL
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2GwWGKi9542f1AnhrEvohO
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2GwWGKi9542f1AnhrEvohC
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2GwWGKi9542f1AnhrEvoh9
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2GwWGKi9542f1AnhrEvogs
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2GwWGKi9542f1AnhrEvogt
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2GwWGKi9542f1AnhrEvogi
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2GwWGKi9542f1AnhrEvogG
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2GwWGKi9542f1AnhrEvogS
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2GwWGKi9542f1AnhrEvogT
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2GwWGKi9542f1AnhrEvogQ
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2GwWGKi9542f1AnhrEvogP
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2GwWGKi9542f1AnhrEvogD
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2GwWGKi9542f1AnhrEvogA
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2GwWGKi9542f1AnhrEvojy
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2GwWGKi9542f1AnhrEvojz
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2GwWGKi9542f1AnhrEvojw
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2GwWGKi9542f1AnhrEvojv
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2GwWGKi9542f1AnhrEvojc
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2GwWGKi9542f1AnhrEvojg
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2GwWGKi9542f1AnhrEvojh
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2GwWGKi9542f1AnhrEvojV
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2GwWGKi9542f1AnhrEvojS
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2GwWGKi9542f1AnhrEvojT
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2GwWGKi9542f1AnhrEvojO
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2GwWGKi9542f1AnhrEvoi7
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2GwWGKi9542f1AnhrEvoi0
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2GwWGKi9542f1AnhrEvolr
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2GwWGKi9542f1AnhrEvolo
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,2GwWGKi9542f1AnhrEvolp
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2GwWGKi9542f1AnhrEvol_
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2GwWGKi9542f1AnhrEvola
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2GwWGKi9542f1AnhrEvoll
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2GwWGKi9542f1AnhrEvoli
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2GwWGKi9542f1AnhrEvolU
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2GwWGKi9542f1AnhrEvolV
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0vwB$a10z3mwUYJK2wwXDF
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,0vwB$a10z3mwUYJK2wwXDR
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0vwB$a10z3mwUYJK2wwXDQ
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0vwB$a10z3mwUYJK2wwXCc
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,0vwB$a10z3mwUYJK2wwXCf
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,0vwB$a10z3mwUYJK2wwXCe
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,0vwB$a10z3mwUYJK2wwXCj
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0vwB$a10z3mwUYJK2wwXCm
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0vwB$a10z3mwUYJK2wwXCx
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,0vwB$a10z3mwUYJK2wwXC7
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0vwB$a10z3mwUYJK2wwX3m
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,0vwB$a10z3mwUYJK2wwX3w
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0vwB$a10z3mwUYJK2wwX3_
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,0vwB$a10z3mwUYJK2wwX31
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,0vwB$a10z3mwUYJK2wwX30
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,34uG$PSz90zOoSRf_95JSn
Ducts,Rectangular Duct: Mitered Elbows / Taps,,34uG$PSz90zOoSRf_95JU0
Duct Fittings,M_Rectangular Duct Endcap: Standard,Level 2,34uG$PSz90zOoSRf_95JPb
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,34uG$PSz90zOoSRf_95JPm
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,34uG$PSz90zOoSRf_95JR0
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,34uG$PSz90zOoSRf_95JRT
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,34uG$PSz90zOoSRf_95JQT
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,34uG$PSz90zOoSRf_95J6W
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,34uG$PSz90zOoSRf_95J6Z
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,34uG$PSz90zOoSRf_95J6Y
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,34uG$PSz90zOoSRf_95J6j
Mechanical Equipment,M_WSHP - Horizontal - High Efficiency - 7-18 kW - Right Return - Back Discharge: 11 kW,Level 1,34uG$PSz90zOoSRf_95J1W
Ducts,Rectangular Duct: Mitered Elbows / Taps,,34uG$PSz90zOoSRf_95JFF
Ducts,Rectangular Duct: Mitered Elbows / Taps,,34uG$PSz90zOoSRf_95JFK
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,34uG$PSz90zOoSRf_95JEs
Duct Fittings,M_Rectangular Duct Endcap: Standard,Level 1,34uG$PSz90zOoSRf_95JEJ
Mechanical Equipment,M_WSHP - Horizontal - High Efficiency - 7-18 kW - Right Return - Back Discharge: 11 kW,Level 1,34uG$PSz90zOoSRf_95J95
Ducts,Rectangular Duct: Mitered Elbows / Taps,,34uG$PSz90zOoSRf_95Jq7
Ducts,Rectangular Duct: Mitered Elbows / Taps,,34uG$PSz90zOoSRf_95JqC
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,34uG$PSz90zOoSRf_95JqH
Ducts,Rectangular Duct: Mitered Elbows / Taps,,34uG$PSz90zOoSRf_95JqG
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,34uG$PSz90zOoSRf_95Jtu
Duct Fittings,M_Rectangular Duct Endcap: Standard,Level 1,34uG$PSz90zOoSRf_95JtH
Ducts,Rectangular Duct: Mitered Elbows / Taps,,34uG$PSz90zOoSRf_95Jnh
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,34uG$PSz90zOoSRf_95Jnv
Ducts,Rectangular Duct: Mitered Elbows / Taps,,34uG$PSz90zOoSRf_95Jnx
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,34uG$PSz90zOoSRf_95Jn9
Ducts,Rectangular Duct: Mitered Elbows / Taps,,34uG$PSz90zOoSRf_95JnB
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,34uG$PSz90zOoSRf_95JnV
Ducts,Rectangular Duct: Mitered Elbows / Taps,,34uG$PSz90zOoSRf_95JnP
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,34uG$PSz90zOoSRf_95Jmj
Ducts,Rectangular Duct: Mitered Elbows / Taps,,34uG$PSz90zOoSRf_95JmR
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,34uG$PSz90zOoSRf_95Jpf
Ducts,Rectangular Duct: Mitered Elbows / Taps,,34uG$PSz90zOoSRf_95Jph
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,34uG$PSz90zOoSRf_95Jpv
Ducts,Rectangular Duct: Mitered Elbows / Taps,,34uG$PSz90zOoSRf_95Jpx
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,34uG$PSz90zOoSRf_95JpF
Ducts,Rectangular Duct: Mitered Elbows / Taps,,34uG$PSz90zOoSRf_95Jp9
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,34uG$PSz90zOoSRf_95JpT
Ducts,Rectangular Duct: Mitered Elbows / Taps,,34uG$PSz90zOoSRf_95JzQ
Duct Fittings,M_Rectangular Duct Endcap: Standard,Level 1,34uG$PSz90zOoSRf_95Jyp
Mechanical Equipment,M_WSHP - Horizontal - High Efficiency - 7-18 kW - Right Return - Back Discharge: 11 kW,Level 1,34uG$PSz90zOoSRf_95J$Y
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Lfp3JBlT4pRuU9bDtd8Pp
Duct Fittings,M_Rectangular Duct Endcap: Standard,Level 1,0Lfp3JBlT4pRuU9bDtd8PK
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Lfp3JBlT4pRuU9bDtd86s
Duct Fittings,M_Rectangular Duct Endcap: Standard,Level 1,0Lfp3JBlT4pRuU9bDtd86X
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 2,2NqL9gEbbDdh17OH55HcKk
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2NqL9gEbbDdh17OH55HcKC
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,2NqL9gEbbDdh17OH55HcLu
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2NqL9gEbbDdh17OH55Hbe9
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2NqL9gEbbDdh17OH55Hbfx
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,2NqL9gEbbDdh17OH55Hbfw
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 2,2NqL9gEbbDdh17OH55Hbfv
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 2,2NqL9gEbbDdh17OH55Hbf_
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2NqL9gEbbDdh17OH55Hbfz
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,2NqL9gEbbDdh17OH55Hbff
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2NqL9gEbbDdh17OH55Hbfj
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,2NqL9gEbbDdh17OH55Hbfi
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 2,2NqL9gEbbDdh17OH55HbfZ
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2NqL9gEbbDdh17OH55HbfB
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,2NqL9gEbbDdh17OH55Hbf7
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2NqL9gEbbDdh17OH55Hbkx
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,2NqL9gEbbDdh17OH55Hbkw
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 2,2NqL9gEbbDdh17OH55Hbkv
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2NqL9gEbbDdh17OH55Hbko
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2NqL9gEbbDdh17OH55Hbkg
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 2,2NqL9gEbbDdh17OH55HbkS
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2NqL9gEbbDdh17OH55HbkC
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,2NqL9gEbbDdh17OH55Hblw
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2NqL9gEbbDdh17OH55Hblv
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2NqL9gEbbDdh17OH55Hbll
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,2NqL9gEbbDdh17OH55Hblk
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 2,2NqL9gEbbDdh17OH55Hblj
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 2,2NqL9gEbbDdh17OH55HblY
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2NqL9gEbbDdh17OH55HblX
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 2,2NqL9gEbbDdh17OH55HblT
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2NqL9gEbbDdh17OH55HblS
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2NqL9gEbbDdh17OH55Hbl8
